location,date,total_cases,new_cases,total_deaths,new_deaths,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions,new_tests,total_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,population
Canada,1/19/2022,2844396,22592,32006,179,1195,10615,,,96271,55492076,0.2135,4.7,74907315,32128989,29715902,13062424,352914,38067913
Canada,1/20/2022,2867927,23531,32217,211,1203,10611,,,110708,55602784,0.2143,4.7,75223460,32137767,29731011,13354682,316145,38067913
Canada,1/21/2022,2890916,22989,32380,163,1196,10706,,,107715,55710499,0.2028,4.9,75545484,32153371,29763930,13628183,322024,38067913
Canada,1/22/2022,2905428,14512,32504,124,1217,10579,,,59867,55770366,0.2048,4.9,75757680,32169878,29791999,13795803,212196,38067913
Canada,1/23/2022,2912903,7475,32560,56,1215,10350,,,11010,55781376,0.1915,5.2,75932074,32184766,29827165,13920143,174394,38067913
Canada,1/24/2022,2932024,19121,32715,155,1222,10679,,,211030,55992406,0.1731,5.8,76253218,32210685,29855725,14186808,321144,38067913
Canada,1/25/2022,2960588,28564,32962,247,1255,10872,,,70920,56063326,0.2079,4.8,76588007,32236332,29903275,14448400,334789,38067913
Canada,1/26/2022,2967694,7106,33065,103,1213,10945,,,75659,56138985,0.1906,5.2,76851483,32253251,29940348,14657884,263476,38067913
Canada,1/27/2022,2997728,30034,33368,303,1198,10561,,,98748,56237733,0.2044,4.9,77110756,32271463,29980491,14858802,259273,38067913
Canada,1/28/2022,3015416,17688,33523,155,1207,10438,,,87945,56325678,0.2024,4.9,77368089,32290019,30021580,15056490,257333,38067913
Canada,1/29/2022,3025283,9867,33647,124,1200,10339,,,57054,56382732,0.1957,5.1,77534970,32301838,30055128,15178004,166881,38067913
Canada,1/30/2022,3033824,8541,33722,75,1189,9962,,,7258,56389990,0.1987,5,77679365,32313043,30098902,15267420,144395,38067913
Canada,1/31/2022,3055581,21757,33870,148,1181,9825,,,197205,56587195,0.2077,4.8,78008088,32340774,30150833,15516481,328723,38067913
Canada,2/1/2022,3066278,10697,34032,162,1167,9946,,,58707,56645902,0.1814,5.5,78208427,32355071,30182561,15670795,200339,38067913
Canada,2/2/2022,3081616,15338,34207,175,1135,9672,,,64619,56710521,0.1993,5,78401968,32363291,30227647,15811030,193541,38067913
Canada,2/3/2022,3095639,14023,34378,171,1118,9426,,,84728,56795249,0.1756,5.7,78583367,32375515,30263587,15944265,181399,38067913
Canada,2/4/2022,3109754,14115,34536,158,1087,9078,,,81183,56876432,0.1713,5.8,78744463,32388301,30301791,16054371,161096,38067913
Canada,2/5/2022,3117218,7464,34635,99,1063,8828,,,46235,56922667,0.1703,5.9,78860885,32397998,30331176,16131711,116422,38067913
Canada,2/6/2022,3123560,6342,34719,84,1044,8505,,,8925,56931592,0.1657,6,78908193,32401485,30348306,16158402,47308,38067913
Canada,2/7/2022,3139383,15823,34845,126,1037,8425,,,157561,57089153,0.167,6,79160065,32414453,30422243,16323369,251872,38067913
Canada,2/8/2022,3148406,9023,34969,124,1036,8553,,,48799,57137952,0.1669,6,79280446,32429134,30443473,16407839,120381,38067913
Canada,2/9/2022,3159212,10806,35114,145,1010,8196,,,57758,57195710,0.1599,6.3,79407570,32439283,30474915,16493372,127124,38067913
Canada,2/10/2022,3170135,10923,35231,117,990,7977,,,74433,57270143,0.1569,6.4,79543005,32454750,30510192,16578063,135435,38067913
Canada,2/11/2022,3177799,7664,35372,141,967,7752,,,41719,57311862,0.1563,6.4,79668861,32462460,30550318,16656083,125856,38067913
Canada,2/12/2022,3188589,10790,35481,109,938,7553,,,39898,57351760,0.1663,6,,,,,,38067913
Canada,2/13/2022,3192990,4401,35512,31,914,7305,,,5465,57357225,0.1631,6.1,79824010,32468890,30597618,16757502,,38067913
Canada,2/14/2022,3205509,12519,35614,102,878,7032,,,162241,57519466,0.1537,6.5,79891759,32469999,30621280,16800480,67749,38067913
Canada,2/15/2022,3211317,5808,35716,102,863,7160,,,39560,57559026,0.1494,6.7,80047174,32489215,30654612,16903347,155415,38067913
Canada,2/16/2022,3219494,8177,35829,113,831,6875,,,68164,57627190,0.1397,7.2,80139288,32495669,30687748,16955871,92114,38067913
Canada,2/17/2022,3226748,7254,35918,89,816,6669,,,59712,57686902,0.1358,7.4,80197551,32496345,30707824,16993382,58263,38067913
Canada,2/18/2022,3234003,7255,35997,79,794,6507,,,58541,57745443,0.1296,7.7,80316381,32512152,30743452,17060777,118830,38067913
Canada,2/19/2022,3237983,3980,36013,16,773,6366,,,25869,57771312,0.1177,8.5,80376854,32518758,30756589,17101507,60473,38067913
Canada,2/20/2022,3241146,3163,36042,29,762,6194,,,3151,57774463,0.1154,8.7,80429624,32522037,30768660,17138927,52770,38067913
Canada,2/21/2022,3243964,2818,36047,5,767,6212,,,57134,57831597,0.1232,8.1,80441157,32522373,30770375,17148409,11533,38067913
Canada,2/22/2022,3252511,8547,36159,112,719,5965,,,89198,57920795,0.1139,8.8,80594498,32540290,30803604,17250604,153341,38067913
Canada,2/23/2022,3261722,9211,36255,96,704,5903,,,60839,57981634,0.1191,8.4,80661772,32541931,30829743,17290098,67274,38067913
Canada,2/24/2022,3267366,5644,36332,77,674,5684,,,50541,58032175,0.1176,8.5,80724391,32556780,30840082,17327529,62619,38067913
Canada,2/25/2022,3276828,9462,36473,141,662,5456,,,,,,,80789503,32558009,30865219,17366275,65112,38067913
Canada,2/26/2022,3279166,2338,36507,34,649,5477,,,,,,,80834877,32563439,30875611,17395827,45374,38067913
Canada,2/27/2022,3283378,4212,36536,29,646,5295,,,,,,,80879075,32566938,30886089,17426048,44198,38067913
Canada,2/28/2022,3291827,8449,36594,58,617,5069,,,,,,,81219925,32572247,30909327,17738351,340850,38067913
